id,Account,Amount,Counterparty,Tags,Date,Location
1389,Checking,457.59,Walmart,"Transportation, Groceries, Dining, Travel",2022-08-21,Japan
1390,Joint Account,195.22,ACME,"Dining, Groceries, Transportation, General Expenses, Travel, Entertainment",2022-10-13,Japan
1391,Checking,219.94,Amazon,General Expenses,2022-08-01,Australia
1392,Savings,718.63,Amazon,"General Expenses, Dining, Transportation, Travel, Groceries",2022-09-18,Singapore
1393,Checking,744.56,Starbucks,"Groceries, Entertainment, General Expenses, Dining, Transportation",2022-12-20,Indonesia
1394,Joint Account,44.14,Starbucks,"Transportation, Groceries, Dining",2022-11-17,Singapore
1395,Checking,171.67,Amazon,"Transportation, Entertainment",2022-08-15,Indonesia
1396,Checking,610.48,Amazon,"Travel, General Expenses, Dining, Groceries",2022-08-13,Japan
1397,Savings,380.78,Walmart,"General Expenses, Groceries",2022-10-20,Singapore
1398,Checking,587.86,Fairprice,"Entertainment, Groceries, General Expenses, Dining, Transportation, Travel",2022-11-18,Australia
1399,Checking,74.07,ACME,"General Expenses, Groceries, Transportation, Entertainment, Dining, Travel",2022-06-07,Singapore
1400,Savings,838.63,Gojek,"Transportation, Travel, General Expenses",2022-08-31,Indonesia
1401,Joint Account,249.86,Uber,"Travel, Transportation, Dining, General Expenses, Entertainment",2022-08-06,Singapore
1402,Joint Account,287.29,Fairprice,"Groceries, Dining, Transportation, Entertainment, General Expenses, Travel",2022-12-02,Australia
1403,Checking,792.25,Gojek,Groceries,2022-07-28,Indonesia
1404,Savings,223.01,Walmart,"Groceries, Entertainment, Dining",2022-08-21,Singapore
1405,Joint Account,311.29,Grab,"Groceries, Dining, General Expenses, Transportation, Travel",2022-08-04,Japan
1406,Savings,272.25,ACME,"Groceries, General Expenses, Transportation",2022-08-30,Australia
1407,Joint Account,973.6,Grab,Travel,2022-06-20,Australia
1408,Checking,739.61,Gojek,"Groceries, Dining, Travel, Transportation, General Expenses",2022-08-23,Singapore
1409,Savings,22.28,ACME,"Entertainment, Travel, Transportation, Groceries, Dining",2022-06-11,Japan
1410,Joint Account,585.41,Uber,"Travel, Groceries, General Expenses, Entertainment",2022-06-30,Japan
1411,Checking,774.96,ACME,"Groceries, Travel, General Expenses, Dining, Entertainment",2022-07-19,Indonesia
1412,Joint Account,494.77,Fairprice,"Groceries, Dining, Entertainment, Transportation, General Expenses",2022-09-11,Singapore
1413,Checking,663.21,Fairprice,"Transportation, Travel, Groceries, General Expenses, Dining, Entertainment",2022-10-09,Australia
1414,Checking,704.55,Google,"Transportation, Dining",2022-06-18,Australia
1415,Savings,362.94,Starbucks,"Groceries, Travel",2022-06-08,Japan
1416,Checking,676.55,Walmart,"Entertainment, Transportation, Groceries, Travel, General Expenses, Dining",2022-06-26,Indonesia
1417,Savings,639.92,Uber,"Transportation, General Expenses, Travel, Groceries, Dining, Entertainment",2022-06-14,Australia
1418,Joint Account,534.65,Starbucks,"Dining, Entertainment, General Expenses",2022-12-01,Singapore
1419,Savings,122.7,Gojek,"Groceries, Entertainment, Travel, Dining, General Expenses",2022-11-06,Indonesia
1420,Checking,562.24,Google,"Transportation, Groceries",2022-09-14,Singapore
1421,Checking,895.48,ACME,Transportation,2022-09-19,Japan
1422,Checking,101.78,Google,"Entertainment, Transportation, Dining, Travel, Groceries",2022-06-06,Indonesia
1423,Savings,370.58,Grab,"Entertainment, Transportation, Travel, General Expenses, Dining, Groceries",2022-09-23,Australia
1424,Checking,524.41,ACME,Groceries,2022-07-26,Indonesia
1425,Savings,613.12,Gojek,"Travel, Entertainment, Dining",2022-06-19,Indonesia
1426,Savings,755.19,ACME,"Travel, Groceries, Entertainment, Transportation, Dining",2022-10-27,Australia
1427,Joint Account,976.38,Grab,"Transportation, Dining, Entertainment",2022-06-30,Singapore
1428,Savings,573.39,Grab,"Travel, Entertainment, General Expenses, Groceries, Transportation",2022-10-24,Japan
1429,Joint Account,914.87,ACME,Dining,2022-11-17,Australia
1430,Savings,522.41,Grab,"Transportation, Dining, General Expenses, Travel",2022-12-06,Japan
1431,Joint Account,631.62,Grab,"Transportation, Entertainment, Travel, General Expenses",2022-10-10,Japan
1432,Savings,533.82,Uber,"General Expenses, Travel, Groceries, Entertainment, Dining, Transportation",2022-11-18,Japan
1433,Checking,460.9,Walmart,"Travel, General Expenses, Dining, Groceries, Transportation, Entertainment",2022-09-15,Indonesia
1434,Savings,229.37,Grab,"Travel, Groceries, Entertainment, General Expenses, Transportation, Dining",2022-08-16,Japan
1435,Checking,192.94,Gojek,"General Expenses, Transportation, Dining",2022-09-23,Singapore
1436,Savings,274.02,Walmart,"Dining, Transportation, Travel, General Expenses, Entertainment, Groceries",2022-10-18,Japan
1437,Savings,777.26,Google,"Travel, Dining, Groceries",2022-06-12,Singapore
1438,Checking,170.89,Starbucks,Travel,2022-12-23,Australia
1439,Joint Account,441.6,Grab,"Groceries, Transportation, Entertainment",2022-09-03,Australia
1440,Checking,631.84,Fairprice,"General Expenses, Dining, Travel, Entertainment, Transportation, Groceries",2022-12-26,Indonesia
1441,Savings,469.89,Walmart,"Dining, Groceries, Entertainment, Travel, Transportation, General Expenses",2022-08-10,Japan
1442,Savings,928.1,Walmart,"Groceries, General Expenses, Dining, Entertainment, Transportation",2022-11-07,Japan
1443,Joint Account,208.26,Google,"General Expenses, Travel",2022-11-01,Singapore
1444,Checking,519.8,Gojek,"Groceries, Dining",2022-08-31,Australia
1445,Checking,280.03,ACME,"General Expenses, Travel, Dining, Transportation, Groceries",2022-07-25,Australia
1446,Savings,543.99,Google,"General Expenses, Groceries, Dining, Travel, Transportation, Entertainment",2022-11-07,Indonesia
1447,Checking,604.94,Grab,"Entertainment, Groceries, Transportation",2022-12-15,Indonesia
1448,Checking,811.77,Amazon,"Entertainment, Travel, Transportation",2022-08-25,Japan
1449,Checking,8.63,Google,"Entertainment, Dining",2022-08-26,Indonesia
1450,Joint Account,219.69,ACME,"Dining, Entertainment, Groceries, General Expenses, Transportation, Travel",2022-06-10,Japan
1451,Savings,136.05,Amazon,"Transportation, General Expenses, Entertainment, Travel, Groceries",2022-10-02,Japan
1452,Savings,429.08,Amazon,General Expenses,2022-11-19,Singapore
1453,Checking,516.48,ACME,Transportation,2022-07-08,Indonesia
1454,Checking,199.87,Starbucks,"Transportation, Groceries, Travel, Dining, Entertainment, General Expenses",2022-08-08,Singapore
1455,Savings,103.92,Starbucks,"Dining, General Expenses, Groceries",2022-09-26,Indonesia
1456,Joint Account,837.35,Fairprice,"Transportation, Dining, Travel",2022-09-26,Japan
1457,Checking,617.55,Amazon,Travel,2022-10-08,Japan
1458,Savings,252.11,Uber,"Travel, Entertainment, Transportation, General Expenses, Groceries, Dining",2022-10-23,Australia
1459,Joint Account,715.64,Uber,"Dining, Entertainment",2022-11-03,Japan
1460,Joint Account,136.0,Gojek,"Travel, General Expenses, Groceries, Transportation",2022-09-19,Indonesia
1461,Joint Account,840.91,Starbucks,Transportation,2022-08-12,Japan
1462,Joint Account,109.7,Grab,"General Expenses, Entertainment, Dining",2022-10-10,Singapore
1463,Checking,111.88,Amazon,"Groceries, Dining, Entertainment, General Expenses, Travel",2022-12-08,Indonesia
1464,Joint Account,814.13,ACME,"Groceries, Travel, Transportation",2022-07-17,Australia
1465,Savings,139.85,Amazon,"Transportation, Groceries, Dining, General Expenses, Entertainment, Travel",2022-09-30,Singapore
1466,Checking,294.56,Uber,Transportation,2022-10-09,Japan
1467,Savings,439.58,ACME,"Travel, General Expenses",2022-08-05,Singapore
1468,Checking,211.1,Gojek,"General Expenses, Travel, Groceries, Dining, Transportation",2022-10-25,Singapore
1469,Joint Account,80.1,Grab,Groceries,2022-12-23,Japan
1470,Joint Account,45.98,Amazon,"Transportation, General Expenses, Entertainment, Groceries, Dining, Travel",2022-06-27,Singapore
1471,Checking,178.0,Starbucks,"Groceries, Dining, General Expenses, Transportation, Entertainment",2022-11-12,Indonesia
1472,Savings,543.66,Google,"Transportation, General Expenses, Dining, Entertainment, Groceries, Travel",2022-11-02,Indonesia
1473,Savings,550.24,Grab,"Travel, Groceries, General Expenses, Entertainment, Dining",2022-11-10,Australia
1474,Joint Account,292.34,Fairprice,"Entertainment, Dining, General Expenses, Transportation",2022-08-14,Singapore
1475,Savings,296.84,Starbucks,"Groceries, Entertainment, Transportation, Dining, General Expenses",2022-10-23,Australia
1476,Joint Account,358.54,Google,"Entertainment, Dining, General Expenses",2022-06-21,Japan
1477,Joint Account,136.14,Walmart,"Travel, Dining, Transportation",2022-11-25,Indonesia
1478,Checking,403.68,Google,"Transportation, Groceries, General Expenses",2022-09-23,Singapore
1479,Checking,933.9,Walmart,"Dining, Groceries, Transportation, General Expenses",2022-09-07,Australia
1480,Checking,444.16,Starbucks,"Groceries, Dining",2022-11-23,Indonesia
1481,Checking,268.32,Walmart,Travel,2022-09-07,Japan
1482,Checking,240.26,Walmart,Dining,2022-09-22,Singapore
1483,Savings,974.63,Uber,"Transportation, Dining, Entertainment",2022-12-26,Australia
1484,Checking,381.36,Walmart,"Groceries, Dining, Entertainment, Travel",2022-09-24,Japan
1485,Savings,550.04,Grab,"Entertainment, Travel, Transportation, Groceries",2022-10-20,Australia
1486,Checking,313.86,Google,"Entertainment, General Expenses, Dining, Travel",2022-06-09,Japan
1487,Checking,407.78,Gojek,"Dining, General Expenses",2022-06-13,Japan
1488,Checking,310.02,ACME,"Transportation, Dining, Groceries",2022-10-19,Japan
1489,Checking,830.55,Uber,"Travel, Entertainment, Groceries, Transportation",2022-07-21,Singapore
1490,Checking,730.02,Amazon,"Entertainment, General Expenses, Groceries",2022-06-27,Australia
1491,Checking,500.88,Walmart,"Travel, General Expenses, Groceries, Entertainment",2022-12-02,Australia
1492,Savings,393.91,Starbucks,Dining,2022-10-06,Australia
1493,Checking,845.1,Amazon,"Entertainment, Dining, Travel, Transportation, Groceries, General Expenses",2022-06-05,Singapore
1494,Joint Account,133.32,Uber,"Entertainment, General Expenses, Travel, Groceries, Transportation, Dining",2022-12-12,Japan
1495,Checking,67.39,Fairprice,Transportation,2022-09-15,Japan
1496,Savings,615.49,Fairprice,"Dining, Groceries, Travel, Entertainment",2022-10-18,Singapore
1497,Checking,214.33,Gojek,"Transportation, Groceries, Entertainment",2022-12-22,Singapore
1498,Savings,936.2,ACME,"General Expenses, Entertainment, Groceries, Dining",2022-08-09,Singapore
1499,Savings,707.59,Google,"Groceries, Travel",2022-09-22,Japan
1500,Joint Account,218.89,Walmart,"Groceries, Travel, Dining, Entertainment, General Expenses",2022-11-07,Australia
1501,Joint Account,516.07,Starbucks,"Travel, Entertainment",2022-08-31,Indonesia
1502,Joint Account,430.82,Grab,Transportation,2022-06-27,Japan
1503,Checking,117.21,Uber,"Groceries, Entertainment",2022-11-11,Singapore
1504,Savings,873.73,Grab,"Travel, Dining, General Expenses, Transportation, Entertainment, Groceries",2022-09-18,Japan
1505,Savings,565.9,Uber,"Groceries, Entertainment, General Expenses, Transportation, Travel",2022-10-26,Singapore
1506,Joint Account,139.43,Amazon,General Expenses,2022-10-26,Indonesia
1507,Joint Account,898.53,Google,"Transportation, Dining",2022-12-16,Indonesia
1508,Checking,278.08,ACME,"Transportation, Entertainment, Travel",2022-07-02,Japan
1509,Checking,990.17,Google,"Travel, Dining, General Expenses, Groceries",2022-08-23,Japan
1510,Savings,711.68,Uber,"Entertainment, Dining, Transportation",2022-10-08,Singapore
1511,Joint Account,471.93,Amazon,"General Expenses, Entertainment, Dining, Groceries, Transportation",2022-07-25,Australia
1512,Savings,149.98,Gojek,"Transportation, Entertainment, Travel, General Expenses",2022-08-18,Singapore
1513,Joint Account,987.77,Google,Groceries,2022-11-18,Australia
1514,Checking,733.06,Grab,"Transportation, General Expenses",2022-12-20,Indonesia
1515,Checking,727.48,Starbucks,Travel,2022-12-11,Japan
1516,Checking,130.49,Google,"Entertainment, General Expenses, Groceries, Transportation",2022-11-09,Japan
1517,Joint Account,205.61,Uber,General Expenses,2022-06-20,Australia
1518,Checking,617.42,Uber,"Dining, Groceries",2022-11-28,Japan
1519,Joint Account,716.48,Google,General Expenses,2022-11-16,Indonesia
1520,Savings,894.44,Gojek,"Travel, Groceries, Dining",2022-12-28,Indonesia
1521,Savings,604.52,Google,"Transportation, Dining",2022-11-25,Australia
1522,Checking,893.06,Walmart,"Groceries, Travel, Transportation, Dining, General Expenses, Entertainment",2022-08-07,Singapore
1523,Savings,393.19,ACME,"Travel, Dining, Transportation, Groceries, Entertainment",2022-07-03,Singapore
1524,Checking,375.6,Walmart,"Travel, General Expenses, Groceries, Transportation",2022-06-24,Singapore
1525,Checking,733.94,Uber,Travel,2022-12-28,Indonesia
1526,Savings,331.74,Grab,"Entertainment, General Expenses, Dining",2022-06-28,Japan
1527,Joint Account,222.48,Google,"General Expenses, Groceries, Transportation, Travel",2022-09-28,Australia
1528,Joint Account,485.98,Google,"Groceries, General Expenses, Transportation",2022-10-26,Australia
1529,Savings,152.96,Starbucks,"Entertainment, General Expenses, Transportation, Travel, Groceries, Dining",2022-08-31,Japan
1530,Joint Account,849.59,Starbucks,"Dining, Travel, Groceries, Entertainment",2022-07-19,Indonesia
1531,Checking,148.79,Gojek,"Dining, General Expenses, Travel, Transportation, Entertainment",2022-11-13,Indonesia
1532,Savings,243.77,Grab,"Travel, Dining, Entertainment, General Expenses, Groceries",2022-06-26,Singapore
1533,Checking,979.49,Starbucks,Entertainment,2022-11-06,Australia
1534,Checking,233.25,Fairprice,"Groceries, General Expenses, Entertainment, Dining, Transportation",2022-12-05,Australia
1535,Checking,40.0,Uber,"General Expenses, Groceries",2022-06-18,Japan
1536,Checking,848.88,Google,"Dining, Travel, Transportation, Entertainment, Groceries",2022-09-29,Australia
1537,Savings,299.0,Uber,Groceries,2022-09-15,Japan
1538,Checking,903.8,Google,"General Expenses, Transportation, Groceries",2022-08-06,Indonesia
1539,Checking,988.47,Grab,"Transportation, General Expenses, Groceries",2022-09-30,Singapore
1540,Joint Account,952.07,Uber,"Entertainment, Groceries",2022-07-21,Japan
1541,Checking,539.2,Fairprice,Groceries,2022-11-17,Singapore
1542,Checking,197.65,Google,"Dining, Entertainment, General Expenses, Groceries, Travel, Transportation",2022-07-01,Australia
1543,Joint Account,103.1,Grab,"Groceries, General Expenses",2022-06-29,Australia
1544,Checking,662.85,Walmart,"Dining, Groceries, Travel",2022-06-06,Japan
1545,Savings,566.13,Starbucks,"General Expenses, Entertainment, Transportation, Dining, Groceries",2022-07-21,Singapore
1546,Savings,395.12,ACME,"Transportation, Travel, Entertainment, Groceries",2022-11-11,Australia
1547,Savings,908.28,Grab,"Travel, Entertainment, Transportation",2022-06-11,Singapore
1548,Joint Account,187.67,Google,"Groceries, Dining, Travel, Transportation, Entertainment",2022-07-30,Singapore
1549,Savings,610.98,Gojek,"Entertainment, Transportation, Travel, Groceries",2022-10-17,Japan
1550,Joint Account,639.92,Grab,"Dining, Entertainment, Transportation, Groceries",2022-11-27,Japan
1551,Checking,630.38,Walmart,Transportation,2022-08-08,Singapore
1552,Joint Account,622.05,Fairprice,"Transportation, Travel",2022-12-14,Japan
1553,Savings,719.49,Amazon,Groceries,2022-10-07,Japan
1554,Savings,91.22,Walmart,"Groceries, Travel, Entertainment, General Expenses, Dining",2022-10-27,Australia
1555,Joint Account,48.86,ACME,"Transportation, General Expenses, Entertainment, Dining, Travel",2022-07-21,Singapore
1556,Checking,567.04,Fairprice,Transportation,2022-06-20,Australia
1557,Savings,413.74,Fairprice,"Groceries, General Expenses",2022-08-28,Japan
1558,Checking,367.5,ACME,"Entertainment, Groceries",2022-12-18,Singapore
1559,Checking,177.85,Starbucks,"Transportation, Entertainment, General Expenses, Travel",2022-06-30,Japan
1560,Joint Account,966.07,Amazon,"Entertainment, General Expenses, Groceries, Dining, Transportation",2022-07-21,Australia
1561,Joint Account,955.29,Amazon,"Travel, Groceries, General Expenses",2022-10-13,Singapore
1562,Checking,197.51,Fairprice,"Transportation, Entertainment, General Expenses, Travel, Groceries",2022-10-02,Indonesia
1563,Joint Account,873.3,Amazon,"Dining, Groceries, General Expenses, Entertainment, Transportation",2022-11-01,Singapore
1564,Savings,288.93,ACME,"Groceries, Dining",2022-08-01,Australia
1565,Checking,610.26,Grab,"Groceries, Dining, Travel, Entertainment",2022-12-11,Japan
1566,Checking,206.11,Amazon,"Dining, Transportation",2022-10-04,Singapore
1567,Joint Account,314.92,Fairprice,"Transportation, Entertainment",2022-11-15,Japan
1568,Savings,582.23,Gojek,"Groceries, General Expenses, Transportation, Travel, Dining, Entertainment",2022-10-07,Australia
